A,B
ywhab,ywhaq
ywhab,clu
ywhab,tpm1
ywhab,hsph1
ywhab,ehd3
ywhab,mras
ywhab,cct5
ywhab,cct3
ywhab,cct6a
ywhab,c1qbp
ywhab,hip1r
ywhab,mtdh
ywhab,snd1
ywhab,opa1
ywhab,atp6v0a1
ywhab,ssr1
ywhab,flot2
ywhab,atp6v0d1
ywhab,ddx3x
ywhab,cdc25b
ywhab,nipsnap1
ywhab,agpat5
ywhab,acsl6
ywhab,cct4
ywhab,thy1
ywhab,pde2a
ywhab,hk1
ywhab,hsd17b12
ywhab,add2
ywhab,myo1d
ywhab,mogs
ywhab,ndufs1
ywhab,rpn2
ywhab,hnrnpm
ywhab,glud1
ywhab,mtch2
ywhab,sfxn1
ywhab,ddx1
ywhab,ap1b1
ywhab,aak1
ywhab,atp5c1
ywhab,arpc1a
ywhab,idh2
ywhab,rpl13
ywhab,syngr1
ywhab,cct8
ywhab,palm
ywhab,ckap4
ywhab,fmnl3
ywhab,dync1i2
ywhab,gnas
ywhab,aldh1l1
ywhab,ddost
ywhab,hadha
ywhab,etfdh
ywhab,ndufa10
ywhab,slc25a1
ywhab,bdh1
ywhab,synj2
ywhab,idh3a
ywhab,ndufv2
ywhab,cast
ywhab,daam1
ywhab,ktn1
ywhab,aldh1a1
ywhab,bsg
ywhab,dhrs4
ywhab,dnajc6
ywhab,mtx2
ywhab,dnajc11
ywhab,kel
ywhab,mecr
ywhab,mtmr14
vapa,rab32
vapa,ywhae
vapa,tnfrsf1a
vapa,jmy
rab38,rab32
rab38,smpd4
rab38,sqstm1
rab38,tuba1a
rab38,tnip1
rab38,dido1
rab38,abr
rab38,arhgef2
rab38,dock7
rab38,arhgap30
rab38,cnot1
rab38,golga4
rab38,asph
rab38,tuba1c
rab38,arap3
rab38,aldh18a1
rab38,rad50
rab38,ankrd44
rab38,fut4
rab38,ppp6r1
rab38,ly9
rab38,atg2b
rab32,tfcp2l1
rab32,ap3b1
rab32,rack1
rab32,smpd4
rab32,ilk
rab32,gapdh
rab32,cd44
rab32,sf3a3
rab32,bbs9
rab32,plaa
rab32,rad18
rab32,nalcn
rab32,alb
rab32,qrich1
rab32,pabpc1
rab32,vps35
rab32,crk
rab32,slc12a6
rab32,ndufs2
rab32,phb2
rab32,dido1
rab32,gpc3
rab32,hnrnpl
rab32,ap2a1
rab32,tnpo1
rab32,dock7
rab32,ankrd27
rab32,psmc5
rab32,kmt2c
rab32,rab29
rab32,arhgap30
rab32,vcpip1
rab32,fn1
rab32,slc30a4
rab32,asph
rab32,snrpd3
rab32,pcmtd2
rab32,dtx2
rab32,glud1
rab32,phgdh
rab32,gnl2
rab32,phb
rab32,srbd1
rab32,aldh18a1
rab32,ergic1
rab32,fam120a
rab32,ankrd44
rab32,arhgap45
rab32,fig4
rab32,ly9
rab32,ndufa5
rab32,hspe1
rab32,acod1
rab32,prkg2
rab32,snrpa1
rab32,slc12a4
rab32,atg2b
rab32,zfyve26
rab32,srp54b
rab32,clcc1
rab32,camta1
ywhah,ywhae
ywhah,vcl
ywhah,ywhaz
ywhah,cbl
ywhah,atp5b
ywhah,phf5a
ywhah,lrrk2
ywhah,hsp90ab1
ywhah,tjp2
ywhah,eif3d
ywhah,sod1
ywhah,csnk2b
ywhah,snrpd1
ywhah,noc3l
ywhah,mdh2
ywhah,cbx5
ywhah,asf1b
ywhah,pdia3
ywhah,bag2
ywhah,basp1
ywhah,ube2r2
ywhah,cacybp
ywhah,dnajb11
ywhah,nsf
ywhah,khdrbs1
ywhah,pdlim2
ywhah,dis3
ywhah,pcbp1
ywhah,eef1b2
ywhah,trappc5
ywhah,dpysl2
ywhah,anxa5
ywhah,ncs1
ywhah,uqcrc2
ywhah,atp5a1
ywhah,psmb4
ywhah,tgm2
ywhah,pdhb
ywhah,lrpprc
ywhah,cdc37
ywhah,pole3
ywhah,limd1
ywhah,anp32a
ywhah,rcc2
ywhah,vasp
ywhah,cct5
ywhah,hdgf
ywhah,arhgdia
ywhah,ppm1g
ywhah,ddx6
ywhah,smap1
ywhah,myl12b
ywhah,mrpl12
ywhah,arf5
ywhah,lgals1
ywhah,etfb
ywhah,isyna1
ywhah,kif15
ywhah,psmg1
ywhah,nt5c2
ywhah,nup85
ywhah,nop58
ywhah,rps27l
ywhah,phgdh
ywhah,cnpy2
ywhah,rplp2
ywhah,cox5a
ywhah,ttll12
ywhah,arpc1a
ywhah,mars
ywhah,nat10
ywhah,gnl3l
ywhah,snrnp40
ywhah,usp39
ywhah,plod3
ywhah,rrp9
ywhah,idh2
ywhah,ckap4
ywhah,gstm5
ywhah,gars
ywhah,fam49b
ywhah,tbcb
ywhah,h1fx
ywhah,banf1
ywhah,chaf1b
ywhah,ndufa13
ywhah,tmem119
ywhah,fis1
ywhah,atp5j2
ywhah,mdh1
ywhah,tagln2
ywhah,lyar
ywhah,snrpa1
ywhah,cep350
ywhah,cfdp1
ywhah,gtpbp1
ywhah,irf2bp2
ywhah,fam96b
ywhah,ostf1
ywhae,clstn1
ywhae,tbx5
ywhae,ctnna1
ywhae,pcp2
ywhae,unk
ywhae,cdh1
ywhae,fxr1
ywhae,ctnnb1
ywhae,jup
ywhae,ryr2
ywhae,vcl
ywhae,ywhaz
ywhae,rpgrip1l
ywhae,igfbp2
ywhae,gopc
ywhae,impact
ywhae,rnf2
ywhae,rybp
ywhae,gps1
ywhae,sap130
ywhae,rab21
ywhae,fmr1
ywhae,htt
ywhae,xpo7
ywhae,elob
ywhae,atp1a1
ywhae,itpr1
ywhae,uqcrc1
ywhae,pgls
ywhae,pla2g4a
ywhae,ap3b1
ywhae,fyn
ywhae,dync1i1
ywhae,rab3a
ywhae,dlg4
ywhae,dlg3
ywhae,grin1
ywhae,grin2b
ywhae,ppp1ca
ywhae,hmga2
ywhae,tubb6
ywhae,cenpc1
ywhae,gtf2f2
ywhae,tnik
ywhae,cdc5l
ywhae,prkab1
ywhae,cyfip1
ywhae,kcnma1
ywhae,snta1
ywhae,sod2
ywhae,uvrag
ywhae,huwe1
ywhae,fasn
ywhae,hmbox1
ywhae,ddx41
ywhae,trim56
ywhae,dmd
ywhae,lama1
ywhae,ache
ywhae,dag1
ywhae,sparc
ywhae,nid1
ywhae,grb2
ywhae,syk
ywhae,ccny
ywhae,trim32
ywhae,gtf2i
ywhae,rack1
ywhae,nfkb1
ywhae,dab2
ywhae,actb
ywhae,tgfb1i1
ywhae,gbp2
ywhae,iigp1
ywhae,igtp
ywhae,cndp2
ywhae,cbwd1
ywhae,stat3
ywhae,fth1
ywhae,loc100862446
ywhae,ddb1
ywhae,cbl
ywhae,arntl
ywhae,stip1
ywhae,syngap1
ywhae,atp5b
ywhae,git1
ywhae,mybpc3
ywhae,afg3l2
ywhae,map1b
ywhae,atp1b1
ywhae,ezh2
ywhae,phf5a
ywhae,smad5
ywhae,sin3a
ywhae,sin3b
ywhae,smarca5
ywhae,vdac1
ywhae,ptpn11
ywhae,ube2i
ywhae,ezr
ywhae,pml
ywhae,pstpip1
ywhae,slc35g1
ywhae,ncor1
ywhae,ahsg
ywhae,gzmb
ywhae,nifk
ywhae,rpl28
ywhae,rps18
ywhae,parp1
ywhae,aes
ywhae,crkl
ywhae,prdx1
ywhae,nckipsd
ywhae,hspd1
ywhae,bcar1
ywhae,rab1b
ywhae,rab1a
ywhae,lgals3bp
ywhae,ppp2r2a
ywhae,app
ywhae,ganab
ywhae,acaa2
ywhae,hspa5
ywhae,hsp90b1
ywhae,itgam
ywhae,myo18a
ywhae,qk
ywhae,fbxo6
ywhae,fetub
ywhae,il6st
ywhae,cltc
ywhae,snap25
ywhae,hyou1
ywhae,cdk5
ywhae,akt1
ywhae,lrrk2
ywhae,hsp90ab1
ywhae,shank3
ywhae,ube2d2a
ywhae,tomm70a
ywhae,tjp2
ywhae,cldn18
ywhae,dnm1
ywhae,sh3gl1
ywhae,fau
ywhae,pik3r2
ywhae,lasp1
ywhae,lpp
ywhae,mgea5
ywhae,ppm1b
ywhae,magi3
ywhae,prkaca
ywhae,plxna1
ywhae,nedd4l
ywhae,nedd4
ywhae,ptk2
ywhae,lyn
ywhae,ptpn12
ywhae,dlst
ywhae,pdha1
ywhae,capn1
ywhae,camk2a
ywhae,ptpn5
ywhae,dlgap1
ywhae,egfr
ywhae,src
ywhae,cav1
ywhae,cdkn1b
ywhae,shc1
ywhae,eloc
ywhae,irs1
ywhae,syp
ywhae,ghr
ywhae,elp2
ywhae,ptpn6
ywhae,ptprc
ywhae,stam
ywhae,itsn1
ywhae,xdh
ywhae,cebpa
ywhae,cebpz
ywhae,atad1
ywhae,actr1a
ywhae,ralgapa1
ywhae,phf2
ywhae,elavl2
ywhae,ikbkg
ywhae,tcf12
ywhae,hras
ywhae,mllt10
ywhae,rtn3
ywhae,cox15
ywhae,hsd17b10
ywhae,psmc6
ywhae,psma1
ywhae,psmb1
ywhae,ppm1f
ywhae,catsper2
ywhae,eps8
ywhae,abi1
ywhae,themis
ywhae,ttn
ywhae,rps20
ywhae,mpi
ywhae,ncl
ywhae,eif5
ywhae,actn1
ywhae,cpd
ywhae,des
ywhae,gapdh-ps15
ywhae,eif3d
ywhae,thbd
ywhae,dmxl2
ywhae,wdr7
ywhae,ewsr1
ywhae,phf1
ywhae,thoc1
ywhae,rbbp5
ywhae,ash2l
ywhae,paxip1
ywhae,dpy30
ywhae,reep2
ywhae,cdk9
ywhae,med15
ywhae,mapk1
ywhae,pcyt1a
ywhae,pea15a
ywhae,pxn
ywhae,dusp3
ywhae,capn2
ywhae,itgb5
ywhae,ksr1
ywhae,cttn
ywhae,sqstm1
ywhae,mapk3
ywhae,zmynd11
ywhae,nupl1
ywhae,dusp6
ywhae,lnpep
ywhae,uso1
ywhae,park7
ywhae,rela
ywhae,rab10
ywhae,heatr5b
ywhae,wbp11
ywhae,ppp1r7
ywhae,pde5a
ywhae,mapt
ywhae,skp1a
ywhae,pcna
ywhae,tsc1
ywhae,hspa1b
ywhae,hdac1
ywhae,ppp1r1a
ywhae,chd7
ywhae,plin3
ywhae,hspa8
ywhae,smad2
ywhae,arl3
ywhae,phc2
ywhae,sh3pxd2a
ywhae,uchl1
ywhae,eif4a1
ywhae,eif4g2
ywhae,actr3
ywhae,acta1
ywhae,amfr
ywhae,srsf7
ywhae,tra2a
ywhae,srsf1
ywhae,atxn1
ywhae,dnmt1
ywhae,rrm1
ywhae,h2afz
ywhae,apoa1
ywhae,ttr
ywhae,trim28
ywhae,meaf6
ywhae,morf4l1
ywhae,tbrg1
ywhae,actl6a
ywhae,sf3b1
ywhae,sfpq
ywhae,tuba1a
ywhae,sptbn1
ywhae,hnrnpf
ywhae,ep400
ywhae,lmna
ywhae,rab5b
ywhae,eea1
ywhae,elf1
ywhae,hopx
ywhae,ppp2r5d
ywhae,ppp2ca
ywhae,ralbp1
ywhae,reps1
ywhae,paip1
ywhae,eif3a
ywhae,eif3b
ywhae,nkx2-2
ywhae,hic2
ywhae,anpep
ywhae,mapk14
ywhae,dsp
ywhae,plg
ywhae,sod1
ywhae,rac1
ywhae,ube2l3
ywhae,pdcd11
ywhae,dnajc3
ywhae,adcy2
ywhae,stx1a
ywhae,vamp2
ywhae,tubb4a
ywhae,atp6v1a
ywhae,fgb
ywhae,fga
ywhae,klc4
ywhae,swi5
ywhae,cdk4
ywhae,thbs2
ywhae,thbs1
ywhae,sirt2
ywhae,add3
ywhae,ltbr
ywhae,polr2i
ywhae,plcb3
ywhae,csnk2b
ywhae,rab6b
ywhae,cask
ywhae,akap8
ywhae,rps6ka1
ywhae,glo1
ywhae,ctsd
ywhae,pacs1
ywhae,nfkb2
ywhae,cbx3
ywhae,h3f3a
ywhae,dyrk1a
ywhae,dock1
ywhae,smarcd1
ywhae,arhgef1
ywhae,rnps1
ywhae,dnm1l
ywhae,snrpd1
ywhae,txnl1
ywhae,camk4
ywhae,slc9a3r2
ywhae,pdgfrb
ywhae,pdlim5
ywhae,acta2
ywhae,noc3l
ywhae,tkfc
ywhae,hps6
ywhae,snx9
ywhae,isg15
ywhae,tars
ywhae,eef1a1
ywhae,eef2
ywhae,uba1
ywhae,vcp
ywhae,acly
ywhae,eno1
ywhae,ldha
ywhae,mdh2
ywhae,gpi1
ywhae,hsp90aa1
ywhae,myh9
ywhae,vars
ywhae,lars
ywhae,iars
ywhae,samhd1
ywhae,uba7
ywhae,anxa6
ywhae,rars
ywhae,usp5
ywhae,sord
ywhae,aldoa
ywhae,tpi1
ywhae,nomo1
ywhae,taldo1
ywhae,me1
ywhae,pgk1
ywhae,gapdh
ywhae,ugp2
ywhae,pkm
ywhae,prkcg
ywhae,ctnnd2
ywhae,gsk3b
ywhae,ctnnd1
ywhae,srfbp1
ywhae,clpp
ywhae,zc3hc1
ywhae,kif5b
ywhae,acvrl1
ywhae,eng
ywhae,rab31
ywhae,rab22a
ywhae,tardbp
ywhae,arid3a
ywhae,homer1
ywhae,cd2ap
ywhae,flt1
ywhae,h2-eb1
ywhae,h2-ab1
ywhae,cd74
ywhae,map2k4
ywhae,sept5
ywhae,sept2
ywhae,sept7
ywhae,cbx5
ywhae,kdm1a
ywhae,hdac2
ywhae,cbx1
ywhae,hmga1b
ywhae,rbbp7
ywhae,ppp6r3
ywhae,sec23a
ywhae,eif3k
ywhae,sf3a3
ywhae,rfc5
ywhae,itgb3
ywhae,itgb2
ywhae,rnf20
ywhae,ercc2
ywhae,rasip1
ywhae,pdia3
ywhae,atp2a2
ywhae,haus3
ywhae,gipc1
ywhae,rhoa
ywhae,amot
ywhae,patj
ywhae,myo1c
ywhae,efnb1
ywhae,elf2
ywhae,suz12
ywhae,rbbp4
ywhae,bclaf1
ywhae,thrap3
ywhae,ehmt2
ywhae,hsd17b11
ywhae,yap1
ywhae,aldh6a1
ywhae,eif3i
ywhae,vamp3
ywhae,sdha
ywhae,soat1
ywhae,slc25a3
ywhae,mta2
ywhae,stx4a
ywhae,pafah1b1
ywhae,dnmt3a
ywhae,bag2
ywhae,basp1
ywhae,tmed10
ywhae,ppp1r12a
ywhae,cntfr
ywhae,clcn7
ywhae,suox
ywhae,plec
ywhae,rras2
ywhae,atf6b
ywhae,lrp1
ywhae,krt10
ywhae,arfip2
ywhae,pbxip1
ywhae,ddx39b
ywhae,map3k3
ywhae,notch3
ywhae,srsf2
ywhae,asap1
ywhae,macf1
ywhae,chtop
ywhae,cdk2
ywhae,npm1
ywhae,pura
ywhae,myo6
ywhae,brd7
ywhae,trip6
ywhae,pdlim4
ywhae,hist1h2bn
ywhae,pelp1
ywhae,kyat3
ywhae,sap18
ywhae,cul3
ywhae,pak1
ywhae,rac2
ywhae,cdc42
ywhae,tlr3
ywhae,tfdp2
ywhae,e2f2
ywhae,hist1h3b
ywhae,hist1h4f
ywhae,slc2a4
ywhae,lancl1
ywhae,ppm1e
ywhae,noc4l
ywhae,erlin2
ywhae,kif21b
ywhae,copb1
ywhae,elavl1
ywhae,arcn1
ywhae,pfn1
ywhae,ahi1
ywhae,camk2d
ywhae,tada3
ywhae,trim24
ywhae,col1a1
ywhae,baz1b
ywhae,grip1
ywhae,hist1h1b
ywhae,tpt1
ywhae,nasp
ywhae,dnajb6
ywhae,arrb1
ywhae,trp53bp1
ywhae,h2afx
ywhae,ccar2
ywhae,plbd2
ywhae,ctsb
ywhae,slc25a12
ywhae,wdr82
ywhae,cul4a
ywhae,keap1
ywhae,cul1
ywhae,syn2
ywhae,nrbp1
ywhae,rabl2
ywhae,strn4
ywhae,pcbd1
ywhae,pcbd2
ywhae,zdhhc13
ywhae,cers2
ywhae,hnf1a
ywhae,hnf1b
ywhae,st3gal1
ywhae,pip4k2a
ywhae,bloc1s6
ywhae,cst3
ywhae,ddx42
ywhae,rpn1
ywhae,rpl29
ywhae,top2a
ywhae,paf1
ywhae,ddx5
ywhae,otub1
ywhae,lgals9
ywhae,jund
ywhae,mef2d
ywhae,ckm
ywhae,slc25a22
ywhae,ltbp2
ywhae,fbln5
ywhae,gga1
ywhae,gja1
ywhae,gga2
ywhae,prnp
ywhae,sparcl1
ywhae,sh3kbp1
ywhae,lcp2
ywhae,ppia
ywhae,card10
ywhae,gab1
ywhae,padi2
ywhae,aimp2
ywhae,fubp1
ywhae,arid1a
ywhae,smarce1
ywhae,nf1
ywhae,polr2a
ywhae,actl6b
ywhae,yy1
ywhae,rps6ka5
ywhae,ikzf1
ywhae,add1
ywhae,smarcc1
ywhae,alb
ywhae,smarcb1
ywhae,pbrm1
ywhae,dpf2
ywhae,smarcc2
ywhae,mbd3
ywhae,psmd7
ywhae,dach1
ywhae,sept4
ywhae,prkar1a
ywhae,rhpn2
ywhae,calr
ywhae,pfn2
ywhae,rock2
ywhae,tubg1
ywhae,vim
ywhae,sgpl1
ywhae,sept11
ywhae,cacybp
ywhae,s100a1
ywhae,s100a4
ywhae,aph1a
ywhae,aph1b
ywhae,atp1a3
ywhae,pcmt1
ywhae,sccpdh
ywhae,mecp2
ywhae,sh3glb1
ywhae,sh3gl2
ywhae,syn1
ywhae,bsn
ywhae,pacsin1
ywhae,ap2a2
ywhae,kif5a
ywhae,bin1
ywhae,kif2a
ywhae,myl10
ywhae,sptan1
ywhae,lima1
ywhae,sorbs3
ywhae,pebp1
ywhae,ywhag
ywhae,grb10
ywhae,rap1b
ywhae,hspa4l
ywhae,rtn4
ywhae,ifih1
ywhae,meis1
ywhae,polr2j
ywhae,wrnip1
ywhae,rps6ka3
ywhae,krt7
ywhae,krt13
ywhae,grk2
ywhae,krt15
ywhae,il16
ywhae,kcnd2
ywhae,arpc4
ywhae,parn
ywhae,cse1l
ywhae,mbip
ywhae,lgals3
ywhae,pias1
ywhae,chil1
ywhae,tnr
ywhae,itgb1
ywhae,vcam1
ywhae,rab6a
ywhae,ap1m1
ywhae,igf2r
ywhae,syt1
ywhae,necap1
ywhae,ndel1
ywhae,arhgap1
ywhae,nefl
ywhae,nefh
ywhae,pde4b
ywhae,preb
ywhae,slc9a3r1
ywhae,grn
ywhae,trim25
ywhae,wdr12
ywhae,eif3f
ywhae,prf1
ywhae,hacd3
ywhae,brix1
ywhae,set
ywhae,dnajb11
ywhae,rbmxl1
ywhae,rab7
ywhae,eef1e1
ywhae,mttp
ywhae,irf2
ywhae,pip5k1c
ywhae,purb
ywhae,anp32b
ywhae,rcn3
ywhae,stx12
ywhae,l1cam
ywhae,rab11a
ywhae,rpl26
ywhae,ahctf1
ywhae,agk
ywhae,cryab
ywhae,col6a1
ywhae,cand1
ywhae,epb41l2
ywhae,mpp6
ywhae,snca
ywhae,vapb
ywhae,vps16
ywhae,nsf
ywhae,syt2
ywhae,sec22b
ywhae,med11
ywhae,med8
ywhae,wwtr1
ywhae,zeb2
ywhae,pex6
ywhae,gatad2a
ywhae,bach1
ywhae,mafg
ywhae,ctr9
ywhae,pabpc1
ywhae,chd1
ywhae,pbx1
ywhae,hoxa5
ywhae,phc3
ywhae,ring1
ywhae,tcf20
ywhae,pspc1
ywhae,khdrbs1
ywhae,khdrbs2
ywhae,rbm39
ywhae,gtf2e2
ywhae,sdhc
ywhae,sdhb
ywhae,gnaq
ywhae,psme2
ywhae,erg
ywhae,krt8
ywhae,ppp1cb
ywhae,bag3
ywhae,dynlrb1
ywhae,gdi1
ywhae,prkca
ywhae,pdlim2
ywhae,scn5a
ywhae,ciz1
ywhae,vps26a
ywhae,vps26b
ywhae,vps35
ywhae,sort1
ywhae,vps29
ywhae,tfrc
ywhae,picalm
ywhae,iscu
ywhae,fcho2
ywhae,itih4
ywhae,camsap3
ywhae,serpina3k
ywhae,acadvl
ywhae,cyp2d10
ywhae,hsd11b1
ywhae,ephx1
ywhae,acsl1
ywhae,nsd1
ywhae,ctbp2
ywhae,usp14
ywhae,wipf1
ywhae,cpsf1
ywhae,mylk
ywhae,ndufv1
ywhae,sarnp
ywhae,prkcz
ywhae,prkci
ywhae,ptges3
ywhae,slc25a4
ywhae,kras
ywhae,runx2
ywhae,hck
ywhae,crk
ywhae,pklr
ywhae,siglec1
ywhae,hccs
ywhae,top2b
ywhae,arf3
ywhae,itga2
ywhae,cntn1
ywhae,bgn
ywhae,coro1c
ywhae,pcbp1
ywhae,lancl2
ywhae,canx
ywhae,stau1
ywhae,ubtf
ywhae,cul2
ywhae,plp1
ywhae,tiam2
ywhae,lifr
ywhae,fhl1
ywhae,tln1
ywhae,tek
ywhae,lta4h
ywhae,eppk1
ywhae,itga7
ywhae,epn1
ywhae,ehd1
ywhae,krt16
ywhae,brd8
ywhae,sfn
ywhae,eef1g
ywhae,eef1b2
ywhae,atp6v1g2
ywhae,myef2
ywhae,atp7b
ywhae,epb41l1
ywhae,csrp2
ywhae,cops5
ywhae,flii
ywhae,camk2b
ywhae,lrrfip1
ywhae,hspg2
ywhae,sgcb
ywhae,rbm8a
ywhae,arhgef6
ywhae,hsd17b4
ywhae,ager
ywhae,gstp1
ywhae,prdx6
ywhae,sema7a
ywhae,psme1
ywhae,sike1
ywhae,rps11
ywhae,pf4
ywhae,gabpa
ywhae,stk10
ywhae,got1
ywhae,lats2
ywhae,sav1
ywhae,gipc2
ywhae,cbll1
ywhae,dpysl2
ywhae,map7
ywhae,lcp1
ywhae,cnn3
ywhae,mta1
ywhae,supt5
ywhae,ctbp1
ywhae,ube3a
ywhae,mpp2
ywhae,ncam1
ywhae,anxa5
ywhae,prkar2b
ywhae,luc7l2
ywhae,cavin3
ywhae,cavin1
ywhae,inpp5b
ywhae,glg1
ywhae,por
ywhae,bmpr2
ywhae,apex1
ywhae,thop1
ywhae,diaph1
ywhae,baiap2
ywhae,clip1
ywhae,ncdn
ywhae,nop10
ywhae,gnai3
ywhae,atl1
ywhae,hist1h1e
ywhae,med29
ywhae,vdac2
ywhae,fbp1
ywhae,mib1
ywhae,itga6
ywhae,lamb2
ywhae,nfya
ywhae,uimc1
ywhae,sumo3
ywhae,tap1
ywhae,adar
ywhae,impdh2
ywhae,mettl7b
ywhae,tfap2c
ywhae,csde1
ywhae,rgs12
ywhae,pecam1
ywhae,cdh5
ywhae,rpl32
ywhae,khdrbs3
ywhae,ciapin1
ywhae,glrx3
ywhae,csrp3
ywhae,hp
ywhae,kcna1
ywhae,kcnab2
ywhae,ranbp2
ywhae,rbm17
ywhae,tmub1
ywhae,irf3
ywhae,cspg4
ywhae,mink1
ywhae,scin
ywhae,actr2
ywhae,med1
ywhae,bid
ywhae,baiap2l1
ywhae,pitpnb
ywhae,ncs1
ywhae,slc12a1
ywhae,foxo4
ywhae,mark4
ywhae,tmpo
ywhae,ccdc88a
ywhae,ppl
ywhae,pde3a
ywhae,hspb1
ywhae,abcf3
ywhae,bub3
ywhae,nrcam
ywhae,ablim1
ywhae,dlg1
ywhae,gda
ywhae,map2
ywhae,exoc7
ywhae,nsfl1c
ywhae,myl6
ywhae,pdia6
ywhae,fscn1
ywhae,vdac3
ywhae,prdx2
ywhae,pfkm
ywhae,rida
ywhae,nptn
ywhae,atp2b2
ywhae,aldh5a1
ywhae,pgam5
ywhae,asrgl1
ywhae,phyhip
ywhae,pfkp
ywhae,immt
ywhae,slc1a2
ywhae,ppp3cb
ywhae,tubb2a
ywhae,aldoc
ywhae,gnai2
ywhae,akr1a1
ywhae,rps14
ywhae,nme1
ywhae,aco2
ywhae,rpsa
ywhae,cnp
ywhae,gpd1
ywhae,acot7
ywhae,slc12a5
ywhae,ndufs2
ywhae,ddah1
ywhae,cs
ywhae,uqcrc2
ywhae,atp5a1
ywhae,lap3
ywhae,gpm6a
ywhae,gnb1
ywhae,stx1b
ywhae,eif4a2
ywhae,txn1
ywhae,cfl1
ywhae,tufm
ywhae,dync1h1
ywhae,tpm3
ywhae,gnb4
ywhae,stxbp1
ywhae,adam22
ywhae,slc25a13
ywhae,map1a
ywhae,grm3
ywhae,tmod2
ywhae,phb2
ywhae,sucla2
ywhae,gria3
ywhae,crym
ywhae,psmb5
ywhae,dlgap4
ywhae,nlgn3
ywhae,cadm1
ywhae,kank2
ywhae,map4k4
ywhae,krt6a
ywhae,wdr48
ywhae,coro1a
ywhae,capzb
ywhae,capza2
ywhae,tubb3
ywhae,twf1
ywhae,sept6
ywhae,ate1
ywhae,mthfd1
ywhae,adam10
ywhae,csnk2a1
ywhae,aplp1
ywhae,dst
ywhae,twf2
ywhae,atg5
ywhae,rab35
ywhae,psmc3
ywhae,tial1
ywhae,rpl13a
ywhae,pitpnm1
ywhae,dido1
ywhae,gadd45gip1
ywhae,rp9
ywhae,psmb4
ywhae,nono
ywhae,usp7
ywhae,rab11b
ywhae,rai14
ywhae,snrpd2
ywhae,map2k2
ywhae,gpc4
ywhae,hexb
ywhae,bag6
ywhae,ahcy
ywhae,hmg20a
ywhae,iqgap1
ywhae,dnaja3
ywhae,tnfrsf9
ywhae,tbc1d4
ywhae,itga3
ywhae,fkbp10
ywhae,ace
ywhae,nrp1
ywhae,mov10
ywhae,ssb
ywhae,ebna1bp2
ywhae,ybx1
ywhae,ddx21
ywhae,ybx3
ywhae,igf2bp1
ywhae,mif
ywhae,rps19
ywhae,senp1
ywhae,trim33
ywhae,mbd2
ywhae,ccar1
ywhae,kpnb1
ywhae,ifit1
ywhae,gigyf1
ywhae,gclc
ywhae,wasf1
ywhae,acot9
ywhae,dnttip2
ywhae,chl1
ywhae,ptpra
ywhae,zfp326
ywhae,nln
ywhae,ckb
ywhae,pabpn1
ywhae,ptbp2
ywhae,ythdc1
ywhae,syt11
ywhae,tox4
ywhae,hnrnpl
ywhae,flnb
ywhae,rdx
ywhae,zfp592
ywhae,rab11fip5
ywhae,dpysl5
ywhae,crmp1
ywhae,prpf40a
ywhae,myo5a
ywhae,tcp1
ywhae,gap43
ywhae,ppp3ca
ywhae,krt1
ywhae,phip
ywhae,rims2
ywhae,pclo
ywhae,tgfb2
ywhae,gmeb2
ywhae,sun1
ywhae,tmem201
ywhae,top1
ywhae,ylpm1
ywhae,ptprn
ywhae,snrpf
ywhae,rps25
ywhae,mcm3
ywhae,mcm5
ywhae,mcm2
ywhae,mcm7
ywhae,cep131
ywhae,rras
ywhae,sirpa
ywhae,naca
ywhae,smyd1
ywhae,ddx24
ywhae,postn
ywhae,prkdc
ywhae,rad23b
ywhae,lman1
ywhae,myl2
ywhae,borcs6
ywhae,uchl3
ywhae,dlgap3
ywhae,pdlim1
ywhae,map2k6
ywhae,ube2n
ywhae,stxbp3
ywhae,ptov1
ywhae,nup155
ywhae,pitrm1
ywhae,vil1
ywhae,med12
ywhae,srgap2
ywhae,eps15
ywhae,ap2b1
ywhae,agfg1
ywhae,eps15l1
ywhae,sgip1
ywhae,usp8
ywhae,ap2a1
ywhae,s100a6
ywhae,fkbp4
ywhae,actn4
ywhae,krt76
ywhae,lmnb1
ywhae,sssca1
ywhae,cct7
ywhae,krt79
ywhae,mrc1
ywhae,cap2
ywhae,krr1
ywhae,gosr1
ywhae,rps8
ywhae,mta3
ywhae,rad21
ywhae,prox1
ywhae,podxl
ywhae,rbp1
ywhae,dhx15
ywhae,tfip11
ywhae,dld
ywhae,h2-k1
ywhae,b2m
ywhae,ndrg2
ywhae,psmd2
ywhae,aacs
ywhae,galk1
ywhae,gaa
ywhae,acsl3
ywhae,acsl5
ywhae,psmc4
ywhae,tgm2
ywhae,wdr5
ywhae,rtraf
ywhae,lamc1
ywhae,dynll2
ywhae,krt18
ywhae,rsrc1
ywhae,hexim1
ywhae,magoh
ywhae,fmo5
ywhae,ccnl1
ywhae,cdk11b
ywhae,cdk13
ywhae,chchd3
ywhae,sh3bp4
ywhae,tfdp1
ywhae,ass1
ywhae,rpl5
ywhae,rpl23a
ywhae,rpl23
ywhae,rps6
ywhae,itfg1
ywhae,ctcf
ywhae,aplp2
ywhae,arhgef28
ywhae,aspm
ywhae,chordc1
ywhae,ppp5c
ywhae,nup62
ywhae,rbm3
ywhae,rpl4
